icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
a80777,1750778112.0,KEWR,1750779177,KEWR,N6160Y  ,5782.0,2.0,5484,28,1,5
a35b27,1750769960.0,KMIA,1750779040,KEWR,AAL1801 ,2085.0,89.0,1093,28,1,5
aa6533,1750772804.0,KMKE,1750778814,KEWR,RPA3693 ,535.0,45.0,889,35,0,5
ada936,1750772721.0,KLDJ,1750778809,KEWR,N98EG   ,158.0,45.0,13775,13,1,4
c06dac,1750771332.0,CYHZ,1750778712,KEWR,PVL2567 ,6951.0,784.0,1208,28,0,5
a445ee,1750770654.0,KMCO,1750778639,KEWR,UAL1227 ,5584.0,420.0,821,43,0,5
a69869,1750773186.0,KCVG,1750778560,KEWR,GJS4190 ,2173.0,123.0,1053,20,2,5
a79d4e,1750774944.0,KCDW,1750778486,KEWR,N59ZA   ,1790.0,145.0,13765,28,0,4
a81001,1750775922.0,KBOS,1750778485,KEWR,UAL1219 ,2002.0,138.0,421,66,0,5
a837a5,1750767162.0,KDEN,1750778396,KEWR,UAL2345 ,5109.0,21.0,1126,28,5,5
a11fa1,1750753264.0,,1750778324,KEWR,UAL887  ,,,1050,28,0,5
ab741e,1750771324.0,KSTL,1750778246,KEWR,UAL1511 ,1567.0,5.0,799,43,1,5
a35a92,1750770280.0,KMSP,1750778059,KEWR,DAL2864 ,2272.0,40.0,1086,35,0,5
a2239c,1750776951.0,KEWR,1750777916,KEWR,N237MH  ,5746.0,2.0,5511,13,1,5
a94b2e,1750769665.0,KTPA,1750777913,KEWR,UAL1832 ,792.0,84.0,1076,35,2,5
ada64d,1750767069.0,KDFW,1750777837,KEWR,AAL1796 ,1114.0,70.0,979,28,4,5
a0a900,1750749194.0,ESSA,1750777737,KEWR,UAL69   ,1025.0,224.0,1130,20,0,5
a6eed5,1750775087.0,KDCA,1750777692,KEWR,GJS4167 ,1158.0,3.0,675,43,0,5
a11f59,1750752828.0,LPPR,1750777588,KEWR,UAL239  ,1515.0,105.0,507,58,1,5
a1fb33,1750773672.0,,1750777491,KEWR,MXY216  ,,,1072,28,0,5
a459a6,1750776667.0,KTEB,1750777426,KEWR,N38HF   ,637.0,4.0,5994,20,0,5
a1a2a2,1750753710.0,EIDW,1750777288,KEWR,UAL22   ,1976.0,55.0,1057,35,1,5
a40aa8,1750774653.0,KTEB,1750776659,KEWR,N36HF   ,11265.0,10.0,5961,13,1,5
c06359,1750772824.0,CYTZ,1750776594,KEWR,PTR2127 ,191.0,38.0,1100,35,1,5
a9f3c0,1750765350.0,KIAH,1750776509,KEWR,NKS2063 ,2724.0,122.0,1193,20,0,5
aa276a,1750773011.0,KPIT,1750776343,KEWR,RPA3576 ,1519.0,37.0,1102,20,5,5
ab4c83,1750768375.0,KMSP,1750776229,KEWR,SCX233  ,1399.0,56.0,686,58,1,5
a17fb5,1750767901.0,KVPS,1750776117,KEWR,AAY3104 ,736.0,19.0,1080,28,2,5
a3a8ba,1750769154.0,KATL,1750775960,KEWR,DAL2397 ,1071.0,99.0,637,58,1,5
aa7dd6,1750767583.0,KMSP,1750775871,KEWR,RPA3680 ,2330.0,86.0,1063,20,0,5
a16e7d,1750771941.0,KIAD,1750775775,KEWR,UAL694  ,631.0,64.0,1091,13,2,5
a6f643,1750773190.0,KDCA,1750775695,KEWR,GJS4408 ,696.0,65.0,1071,13,1,5
0c4355,1750762852.0,,1750775548,KEWR,DWI2310 ,,,1297,13,0,5
aa9679,1750771175.0,KDTW,1750775482,KEWR,RPA3403 ,1146.0,70.0,353,51,1,5
a12f6f,1750763341.0,KAUS,1750775386,KEWR,UAL1760 ,1236.0,66.0,360,66,3,5
a8b9b3,1750749197.0,EGLL,1750775019,KEWR,UAL883  ,1511.0,119.0,1573,5,2,5
a2239c,1750772778.0,KEWR,1750774932,KEWR,N237MH  ,5717.0,9.0,6014,28,1,5
a77077,1750772400.0,KROC,1750774889,KEWR,GJS4523 ,378.0,56.0,401,43,1,5
a1ad1f,1750772985.0,KEWR,1750774707,KEWR,N207MH  ,5761.0,20.0,5714,28,1,5
a44611,1750763371.0,KIAH,1750774669,KEWR,UAL1797 ,3827.0,176.0,408,66,0,5
a14700,1750766636.0,KMCO,1750774509,KEWR,UAL370  ,5689.0,641.0,1147,20,0,5
a2bbcc,1750763409.0,KDFW,1750774406,KEWR,UAL1847 ,1585.0,20.0,1069,35,2,5
495303,1750747757.0,LPPT,1750774220,KEWR,TAP9266 ,2630.0,228.0,1067,28,1,5
aba30b,1750769913.0,KRDU,1750774102,KEWR,UAL1030 ,1255.0,25.0,1084,28,0,5
aa8075,1750768066.0,KORD,1750773998,KEWR,ENY4333 ,1137.0,67.0,757,43,0,5
a8ab3c,1750764970.0,KTPA,1750773888,KEWR,JBU2274 ,1548.0,61.0,1075,28,1,5
a494c5,1750768024.0,KORD,1750773793,KEWR,UAL563  ,1068.0,67.0,1039,35,0,5
a2bba4,1750761412.0,,1750773712,KEWR,UAL1472 ,,,1098,28,0,5
aa7ec3,1750766533.0,KJAX,1750773557,KEWR,UAL1321 ,2442.0,82.0,1065,35,1,5
a12734,1750766802.0,KBNA,1750773498,KEWR,UAL2091 ,2558.0,45.0,480,66,0,5
a12f52,1750770879.0,KBOS,1750773414,KEWR,UAL2016 ,963.0,21.0,1075,35,0,5
a85493,1750766694.0,KATL,1750773357,KEWR,FFT1158 ,1215.0,99.0,1090,28,1,5
aa72b1,1750766934.0,KMSN,1750773297,KEWR,RPA3664 ,1339.0,3.0,782,35,2,5
a12f2a,1750763889.0,KMIA,1750773223,KEWR,UAL446  ,2338.0,96.0,1122,35,1,5
c03da9,1750768898.0,CYYZ,1750773178,KEWR,JZA874  ,1734.0,51.0,414,58,1,5
ab3dc3,1750763640.0,KMSY,1750773076,KEWR,UAL1508 ,1385.0,62.0,1110,28,1,5
a81163,1750764019.0,KMIA,1750772991,KEWR,NKS2693 ,1957.0,96.0,300,58,1,5
a4423a,1750763640.0,KFLL,1750772729,KEWR,UAL1336 ,1663.0,96.0,1295,20,2,5
a845f4,1750764038.0,KPBI,1750772619,KEWR,JBU2144 ,6251.0,596.0,1114,28,1,5
ab48e8,1750763986.0,06MO,1750772509,KEWR,UAL1049 ,7456.0,920.0,1046,28,3,5
aa7f23,1750763821.0,KTPA,1750772423,KEWR,UAL2628 ,1580.0,68.0,1095,35,1,5
a92123,1750769911.0,KBED,1750772360,KEWR,N688CB  ,837.0,58.0,1096,28,1,5
a9d0fe,1750767607.0,KCMH,1750772287,KEWR,RPA3527 ,1788.0,140.0,1122,28,0,5
a748f8,1750768799.0,KBUF,1750772210,KEWR,GJS4402 ,516.0,69.0,1080,28,3,5
a71a0b,1750768931.0,KRIC,1750772157,KEWR,GJS4493 ,2446.0,284.0,417,51,2,5
c017ed,1750768801.0,CYUL,1750772029,KEWR,JZA938  ,681.0,20.0,1016,43,0,5
a494eb,1750763168.0,KPBI,1750771976,KEWR,UAL2114 ,9413.0,954.0,343,66,1,5
aa52a0,1750767937.0,,1750771907,KEWR,RPA3420 ,,,1111,28,0,5
a3687e,1750759122.0,TJSJ,1750771769,KEWR,AJT880  ,4540.0,690.0,1204,20,1,5
a3a155,1750765111.0,KATL,1750771716,KEWR,DAL2325 ,1102.0,99.0,668,58,1,5
a32861,1750766854.0,KCLT,1750771564,KEWR,AAL1782 ,2724.0,244.0,1121,35,0,5
aa7ec2,1750759906.0,,1750771378,KEWR,UAL240  ,,,1106,35,0,5
a880c8,1750767752.0,KPIT,1750771138,KEWR,RPA3560 ,1225.0,44.0,388,58,4,5
aa477b,1750763109.0,KMEM,1750771008,KEWR,RPA3642 ,4330.0,391.0,1098,28,1,5
a9fc34,1750765436.0,KIND,1750770927,KEWR,RPA3501 ,3804.0,381.0,694,51,1,5
a94ae5,1750760880.0,KMIA,1750770204,KEWR,UAL1826 ,2782.0,127.0,1204,28,1,5
a4460e,1750766403.0,KCLE,1750770099,KEWR,UAL2053 ,2841.0,132.0,1074,35,5,5
a94b05,1750767441.0,KBOS,1750769998,KEWR,UAL515  ,994.0,28.0,1167,35,0,5
aa0ec7,1750765388.0,CYYZ,1750769723,KEWR,RPA3435 ,1817.0,51.0,1096,28,1,5
a94bfc,1750762971.0,KATL,1750769606,KEWR,UAL447  ,1077.0,106.0,414,66,1,5
a8d489,1750760569.0,KSRQ,1750769477,KEWR,UAL1309 ,6470.0,676.0,1197,35,0,5
a94b29,1750763534.0,KORD,1750769381,KEWR,UAL1658 ,1069.0,60.0,1080,43,0,5
a1836c,1750763859.0,KAVL,1750769304,KEWR,AAY218  ,1773.0,64.0,1082,35,2,5
c0636a,1750765360.0,CYTZ,1750769206,KEWR,PTR2125 ,276.0,31.0,1050,35,1,5
a8f235,1750765014.0,KRDU,1750769129,KEWR,EDV5120 ,1860.0,42.0,404,51,0,5
ab355c,1750757214.0,,1750769038,KEWR,JBU1204 ,,,1114,28,0,5
ab1b3e,1750764053.0,KCLT,1750768939,KEWR,UAL659  ,2679.0,213.0,1049,43,0,5
a8955e,1750763291.0,KCHS,1750768847,KEWR,NKS2111 ,1874.0,107.0,1071,35,0,5
a8f9a3,1750763549.0,KCVG,1750768730,KEWR,EDV5069 ,1832.0,24.0,757,35,2,5
aaf183,1750759530.0,KFLL,1750768645,KEWR,JBU306  ,2070.0,88.0,1082,35,1,5
a449a2,1750764470.0,KRDU,1750768546,KEWR,UAL410  ,1904.0,3.0,1049,35,0,5
a9e642,1750759453.0,KFLL,1750768469,KEWR,NKS2068 ,2032.0,58.0,1050,28,1,5
ad6b14,1750764105.0,KDTW,1750768404,KEWR,DAL2566 ,595.0,123.0,527,58,0,5
a12709,1750759870.0,,1750768244,KEWR,UAL1254 ,,,1098,35,0,5
aa1ffc,1750764386.0,KPIT,1750767835,KEWR,RPA3688 ,1042.0,29.0,419,58,3,5
a126c4,1750759622.0,KMCO,1750767703,KEWR,UAL2607 ,4547.0,641.0,1060,35,0,5
a0bf90,1750763681.0,KCLE,1750767378,KEWR,UAL601  ,2047.0,56.0,1091,35,5,5
aa127e,1750761307.0,KSDF,1750767287,KEWR,RPA3594 ,1701.0,30.0,1076,35,2,5
a9b4a4,1750763879.0,KDCA,1750767208,KEWR,RPA3475 ,980.0,4.0,1065,28,0,5
a0bf8c,1750760932.0,KSAV,1750767141,KEWR,UAL2266 ,912.0,83.0,1054,43,1,5
a2b151,1750750005.0,KLAS,1750766785,KEWR,UAL406  ,2148.0,1.0,1078,35,1,5
aa39fd,1750760711.0,KIND,1750766609,KEWR,RPA3567 ,2574.0,313.0,1268,20,2,5
a05a03,1750749240.0,KSFO,1750766511,KEWR,UAL567  ,207.0,11.0,1100,28,0,5
a9c737,1750761020.0,KCVG,1750766225,KEWR,RPA3673 ,2347.0,44.0,1056,35,2,5
aa1c45,1750760516.0,KGSP,1750766142,KEWR,RPA3516 ,2951.0,254.0,885,43,6,5
a44960,1750763540.0,KBOS,1750766055,KEWR,UAL570  ,973.0,21.0,1093,35,0,5
aa8882,1750750277.0,KLAX,1750765851,KEWR,UAL2372 ,685.0,76.0,1080,35,2,5
aa5dc5,1750761263.0,KCMH,1750765643,KEWR,RPA3559 ,823.0,12.0,1078,35,0,5
a6eed5,1750761030.0,,1750765499,KEWR,GJS4384 ,,,1284,13,0,5
a445ef,1750759812.0,KCHS,1750765348,KEWR,UAL1289 ,1955.0,62.0,1274,20,0,5
aa2ed8,1750760601.0,CYOW,1750765282,KEWR,RPA3629 ,862.0,23.0,1071,35,1,5
aa5a0e,1750760258.0,14MI,1750765199,KEWR,RPA3606 ,3244.0,716.0,789,51,2,5
c05ea6,1750760943.0,CYYZ,1750765119,KEWR,ACA1390 ,771.0,51.0,1046,35,1,5
a83174,1750756950.0,KMCO,1750765019,KEWR,NKS2117 ,1855.0,222.0,1216,28,1,5
a5cf19,1750748322.0,KSMF,1750764952,KEWR,UAL2435 ,1081.0,29.0,1125,35,5,5
ab97e6,1750761122.0,KPWM,1750764284,KEWR,UAL2295 ,1121.0,60.0,1013,43,4,5
ad8f4c,1750758616.0,KIAD,1750764133,KEWR,MTN8302 ,1174.0,79.0,1091,28,2,5
a2147c,1750761365.0,KBOS,1750763998,KEWR,RPA5835 ,1315.0,28.0,1088,28,0,5
a72b40,1750759755.0,KGSO,1750763934,KEWR,GJS4618 ,7536.0,723.0,372,51,1,5
aa7668,1750761215.0,VT25,1750763817,KEWR,RPA3418 ,5803.0,836.0,1038,35,7,5
a9b85b,1750759727.0,CNV9,1750763742,KEWR,RPA3703 ,5956.0,1786.0,1069,35,0,5
aa7f48,1750759561.0,KRDU,1750763653,KEWR,UAL2359 ,1563.0,18.0,1067,35,0,5
a9ffeb,1750759774.0,KPIT,1750763522,KEWR,RPA3608 ,990.0,0.0,1341,20,3,5
a9cd47,1750760101.0,CYUL,1750763326,KEWR,RPA3456 ,1990.0,261.0,1061,28,1,5
a448d5,1750747274.0,KPHX,1750763217,KEWR,UAL1375 ,988.0,27.0,1071,35,1,5
a49510,1750760523.0,KBOS,1750763135,KEWR,UAL1833 ,980.0,21.0,1078,28,0,5
a7b832,1750751460.0,,1750762964,KEWR,JBU594  ,,,1063,28,0,5
a8a847,1750760266.0,KROC,1750762918,KEWR,RPA3547 ,595.0,56.0,349,58,1,5
a445f0,1750759500.0,KORF,1750762816,KEWR,UAL1525 ,4414.0,350.0,1082,35,1,5
a8f0bd,1750746755.0,KSEA,1750762679,KEWR,UAL299  ,1325.0,66.0,1159,28,2,5
a123e3,1750739441.0,PANC,1750762614,KEWR,UAL363  ,925.0,0.0,1076,35,7,5
a6c756,1750759410.0,KRIC,1750762557,KEWR,GJS4192 ,2703.0,299.0,366,43,2,5
aa7f2a,1750746278.0,KPDX,1750762229,KEWR,UAL1802 ,1424.0,1.0,1412,5,3,5
a732ae,1750759123.0,KBUF,1750762120,KEWR,GJS4181 ,284.0,69.0,1064,20,3,5
a69495,1750754370.0,MS00,1750762008,KEWR,FDX1514 ,4909.0,591.0,367,58,2,5
a1befc,1750745255.0,KSFO,1750761893,KEWR,UAL737  ,197.0,3.0,1045,28,0,5
ac23c6,1750756713.0,KCVG,1750761802,KEWR,CSB841  ,2306.0,14.0,1464,13,2,5
a8553c,1750756821.0,,1750761689,KEWR,NKS2650 ,,,1230,20,0,5
a9eeb6,1750759446.0,KSYR,1750761598,KEWR,RPA3644 ,6244.0,801.0,362,51,2,5
a0b97c,1750756290.0,KIND,1750761468,KEWR,FDX1721 ,3930.0,366.0,898,35,2,5
a4418d,1750744094.0,KLAS,1750760965,KEWR,UAL1995 ,2035.0,1.0,530,58,1,5
a2b153,1750751703.0,,1750760842,KEWR,UAL559  ,,,299,58,0,5
a837a7,1750744650.0,CYVR,1750760750,KEWR,UAL1652 ,1492.0,33.0,1083,35,0,5
a31a76,1750707339.0,FAOR,1750760578,KEWR,UAL187  ,1844.0,35.0,1064,35,3,5
ac3858,1750755734.0,KIAD,1750760411,KEWR,MTN8300 ,1163.0,72.0,1046,35,2,5
acdbec,1750742873.0,KSFO,1750760309,KEWR,ASA374  ,349.0,11.0,1163,28,0,5
a0e600,1750754473.0,KSDF,1750760004,KEWR,UPS1084 ,1715.0,53.0,880,43,2,5
a1272f,1750743081.0,KSAN,1750759792,KEWR,UAL1827 ,575.0,5.0,889,43,2,5
a7e1c2,1750754541.0,KIND,1750759611,KEWR,FDX1700 ,6118.0,572.0,765,74,1,5
a86d2b,1750752162.0,MS00,1750759493,KEWR,FDX1402 ,3768.0,758.0,390,74,4,5
a440c0,1750753052.0,KRFD,1750759018,KEWR,UPS1076 ,5592.0,612.0,319,51,7,5
ac181d,1750745790.0,KSLC,1750758805,KEWR,DAL2038 ,3337.0,182.0,1144,28,1,5
aaa39a,1750754748.0,KGSO,1750758679,KEWR,FDX1073 ,8142.0,914.0,1420,5,1,5
a0105b,1750730651.0,LFPG,1750758317,KEWR,FDX5083 ,1939.0,109.0,701,43,2,5
a290f3,1750725028.0,SBGR,1750757903,KEWR,UAL148  ,4088.0,675.0,1589,5,0,5
aa6b9d,1750741950.0,KLAX,1750757836,KEWR,UAL8197 ,814.0,99.0,521,51,2,5
a9a397,1750739994.0,KLAX,1750757752,KEWR,ASA282  ,695.0,53.0,517,66,2,5
a2e9cc,1750751941.0,KSDF,1750757654,KEWR,UPS1070 ,1957.0,68.0,408,66,2,5
76cce1,1750693749.0,WSSS,1750757489,KEWR,SIA22   ,2714.0,191.0,1072,28,2,5
a12735,1750742310.0,MGGT,1750757395,KEWR,UAL258  ,9878.0,662.0,771,43,0,5
acca19,1750740906.0,KLAX,1750757335,KEWR,JBU1574 ,710.0,76.0,424,51,2,5
a12ee7,1750739828.0,KSAN,1750757216,KEWR,UAL427  ,519.0,5.0,1082,35,2,5
adb77f,1750741380.0,KLAS,1750757095,KEWR,NKS2731 ,2047.0,5.0,528,58,1,5
a8d4f6,1750745566.0,KDEN,1750756979,KEWR,UAL2642 ,4977.0,32.0,315,58,5,5
ad3c1f,1750740810.0,KSEA,1750756880,KEWR,ASA314  ,1076.0,28.0,1078,28,2,5
a08021,1750741802.0,KPHX,1750756810,KEWR,AAL2156 ,849.0,42.0,452,51,1,5
a1ca21,1750740193.0,KSFO,1750756678,KEWR,UAL676  ,185.0,11.0,924,35,0,5
a12796,1750741215.0,,1750756554,KEWR,UAL339  ,,,299,58,0,5
a5d713,1750753636.0,,1750756397,KEWR,UAL1162 ,,,1064,28,0,5
a5cc13,1750739151.0,KSNA,1750756339,KEWR,UAL1061 ,1356.0,97.0,368,58,0,5
a39f0d,1750727495.0,EDDK,1750756094,KEWR,UPS208  ,920.0,15.0,1069,20,1,5
a44963,1750742716.0,TJSJ,1750755296,KEWR,UAL2219 ,4224.0,416.0,599,58,1,5
a448f5,1750746300.0,,1750755097,KEWR,UAL1703 ,,,1080,28,0,5
a70f11,1750743600.0,,1750754749,KEWR,JBU104  ,,,424,51,0,5
a2be96,1750749396.0,KSDF,1750754353,KEWR,UPS1096 ,1561.0,121.0,400,66,2,5
a31a73,1750701620.0,FACT,1750753172,KEWR,UAL2222 ,256.0,0.0,1280,20,1,5
a9edb0,1750727758.0,KLAX,1750745605,KEWR,NKS2070 ,919.0,167.0,527,35,2,5
a081ca,1750727689.0,KLAX,1750744978,KEWR,UAL1700 ,779.0,152.0,434,35,2,5
a894b5,1750738219.0,KATL,1750743999,KEWR,FFT4602 ,1217.0,84.0,1073,35,2,5
ad2baa,1750731182.0,TJSJ,1750743682,KEWR,JBU1990 ,3656.0,431.0,386,43,1,5
a5d28e,1750730389.0,KDEN,1750742295,KEWR,UAL2613 ,3412.0,13.0,760,35,4,5
a146f9,1750725128.0,KSFO,1750741887,KEWR,UAL2626 ,182.0,11.0,927,20,0,5
a34ae0,1750735684.0,KATL,1750741559,KEWR,DAL2552 ,1232.0,84.0,642,43,2,5
a4dad4,1750730194.0,KIAH,1750740861,KEWR,UAL1444 ,2966.0,206.0,746,28,0,5
a8d46a,1750734774.0,KORD,1750740532,KEWR,UAL1209 ,1079.0,60.0,1039,20,0,5
a4493c,1750717104.0,KIAH,1750739694,KEWR,UAL1047 ,3092.0,160.0,1054,20,0,5
a9d3af,1750734111.0,KORD,1750739633,KEWR,NKS2542 ,1091.0,52.0,449,43,0,5
a324ce,1750728859.0,KMIA,1750737929,KEWR,AAL2008 ,2273.0,96.0,526,51,1,5
a8b926,1750905984.0,KDTW,1750910061,KEWR,NKS2674 ,1018.0,100.0,1346,13,1,5
a0a900,1750891845.0,KSFO,1750909969,KEWR,UAL2248 ,309.0,19.0,294,28,0,5
abb76d,1750904410.0,KORD,1750909850,KEWR,AAL3253 ,1137.0,37.0,1285,13,0,5
aa39fd,1750903534.0,KMKE,1750909704,KEWR,RPA3578 ,941.0,53.0,1647,2,0,5
a45915,1750908909.0,KJFK,1750909618,KEWR,N38BL   ,3398.0,56.0,5978,5,1,5
a5cf41,1750869905.0,KDEN,1750909585,KEWR,UAL1917 ,6288.0,158.0,1304,13,2,5
aa617c,1750901387.0,KMSP,1750909167,KEWR,RPA3681 ,2396.0,162.0,1069,20,2,5
ac033e,1750903858.0,KCHS,1750909094,KEWR,UAL642  ,1214.0,161.0,619,35,0,5
a5cc3c,1750899413.0,KMSY,1750908983,KEWR,UAL2235 ,982.0,39.0,300,35,1,5
a494eb,1750903216.0,KORD,1750908865,KEWR,UAL534T ,1871.0,115.0,1599,5,1,5
a74923,1750899280.0,KPBI,1750908790,KEWR,JBU144  ,6569.0,695.0,1026,28,1,5
ac66d5,1750900905.0,KMSP,1750908671,KEWR,DAL2846 ,3596.0,322.0,1306,13,3,5
a12403,1750891846.0,KLAS,1750908093,KEWR,UAL526  ,1032.0,5.0,1724,5,2,5
a2450b,1750895823.0,KDEN,1750908023,KEWR,UAL2853 ,4652.0,112.0,925,20,5,5
aa72b1,1750904120.0,KCLE,1750907900,KEWR,RPA3431 ,956.0,132.0,1333,5,3,5
aba30b,1750898033.0,KSRQ,1750907847,KEWR,UAL1316 ,5777.0,676.0,348,35,0,5
a8a847,1750900728.0,KSTL,1750907753,KEWR,RPA3424 ,949.0,70.0,394,28,1,5
a87c4f,1750896017.0,KFLL,1750907639,KEWR,JBU106  ,1713.0,157.0,1782,9,2,5
aa818d,1750902511.0,CYYZ,1750907567,KEWR,RPA3711 ,1759.0,51.0,1282,20,1,5
a2b47f,1750898442.0,KTPA,1750907454,KEWR,UAL2458 ,1534.0,30.0,1314,13,1,5
c050c0,1750890439.0,CYVR,1750906704,KEWR,ACA546  ,2070.0,87.0,1707,2,0,5
a459a6,1750903493.0,KPNE,1750906693,KEWR,N38HF   ,1234.0,32.0,6085,2,0,5
a12777,1750893937.0,TJSJ,1750906614,KEWR,UAL2036 ,3993.0,401.0,398,35,1,5
a2bbf2,1750903921.0,KIAD,1750906439,KEWR,UAL2398 ,1153.0,41.0,1621,2,2,5
a9e391,1750900962.0,KIND,1750906363,KEWR,RPA3522 ,6333.0,511.0,1234,20,1,5
aa2ba1,1750888029.0,KSAN,1750906238,KEWR,UAL327  ,1789.0,177.0,1442,13,2,5
a6ab27,1750897329.0,KTPA,1750906109,KEWR,JBU874  ,909.0,14.0,678,28,2,5
a11f59,1750893346.0,KDEN,1750905886,KEWR,UAL1715 ,4272.0,74.0,1669,9,4,5
a596b1,1750888225.0,KLAX,1750905688,KEWR,UAL1855 ,848.0,137.0,360,28,2,5
a69869,1750903413.0,KDCA,1750905599,KEWR,GJS4602 ,759.0,64.0,1564,9,2,5
a44918,1750875035.0,KDEN,1750905478,KEWR,UAL1047 ,6144.0,127.0,1843,9,2,5
a8063e,1750900647.0,KCLT,1750905413,KEWR,NKS2670 ,2423.0,274.0,1293,13,0,5
aa5dc5,1750897095.0,MS00,1750905326,KEWR,RPA3615 ,4999.0,545.0,1150,28,2,5
ab3dc3,1750898919.0,KBNA,1750905220,KEWR,UAL499  ,512.0,45.0,1872,17,0,5
738101,1750895148.0,KFLL,1750904842,KEWR,ELY022  ,2194.0,225.0,1484,17,2,5
71c389,1750856653.0,,1750904708,KEWR,APZ131  ,,,1072,5,0,5
4bb0e1,1750868664.0,LTFM,1750904609,KEWR,THY29M  ,14974.0,1028.0,381,35,0,5
aa7f05,1750888267.0,TNCA,1750904484,KEWR,UAL1039 ,2040.0,225.0,1106,5,0,5
a70b2f,1750900853.0,CYOW,1750904389,KEWR,GJS4572 ,1529.0,30.0,1053,2,0,5
a35605,1750897517.0,KATL,1750904296,KEWR,DAL2498 ,1448.0,46.0,1050,5,0,5
39c495,1750877392.0,LFPO,1750904159,KEWR,FBU96H  ,2353.0,48.0,685,20,1,5
a0a91f,1750885655.0,KSFO,1750904038,KEWR,UAL2480 ,801.0,3.0,1323,9,0,5
a445f0,1750894016.0,KMIA,1750903949,KEWR,UAL1386 ,3103.0,172.0,1082,5,1,5
a448fa,1750888054.0,KLAS,1750903678,KEWR,UAL2267 ,1002.0,9.0,1097,2,2,5
a5fa9f,1750902040.0,KEWR,1750903576,KEWR,N4846   ,5573.0,24.0,5571,2,1,5
ab5056,1750888479.0,KSLC,1750903549,KEWR,UAL1963 ,272.0,31.0,876,13,1,5
a73a1c,1750898003.0,KAVL,1750903468,KEWR,GJS4457 ,1750.0,86.0,394,13,2,5
a78cfc,1750890261.0,,1750903162,KEWR,JBU294  ,,,356,20,0,5
a44963,1750886655.0,KSEA,1750902959,KEWR,UAL1114 ,1718.0,50.0,1106,5,4,5
a4c03c,1750901040.0,KEWR,1750902809,KEWR,405LP   ,5495.0,24.0,5613,2,1,5
a9a97f,1750899638.0,KRIC,1750902668,KEWR,RPA3459 ,3672.0,444.0,1080,5,2,5
a1ad1f,1750901685.0,KEWR,1750902650,KEWR,N207MH  ,5746.0,17.0,5966,5,1,5
a9ad36,1750898469.0,KRDU,1750902565,KEWR,RPA3471 ,1184.0,73.0,381,20,1,5
a2239c,1750901567.0,KEWR,1750902472,KEWR,N237MH  ,5734.0,24.0,5786,9,1,5
a837a3,1750891336.0,KIAH,1750902446,KEWR,UAL1646 ,3319.0,191.0,1130,2,0,5
a2bba4,1750890337.0,,1750902352,KEWR,UAL665  ,,,1071,2,0,5
a21dc4,1750883327.0,KSFO,1750902165,KEWR,UAL2209 ,1055.0,41.0,1068,5,0,5
a40aa8,1750895053.0,KISP,1750902119,KEWR,N36HF   ,2117.0,122.0,6096,9,0,5
a2b10c,1750891657.0,,1750902075,KEWR,UAL2389 ,,,1174,2,0,5
0d0771,1750885598.0,MMMX,1750901997,KEWR,AMX410  ,721.0,88.0,398,35,0,5
aa276a,1750899095.0,VT48,1750901711,KEWR,RPA3689 ,3999.0,739.0,1060,5,4,5
ab9f54,1750893167.0,KJAX,1750901549,KEWR,UAL1579 ,1846.0,112.0,1117,5,1,5
89644c,1750864605.0,LGAV,1750901369,KEWR,UAE34E  ,10207.0,1026.0,527,28,0,5
a2c86d,1750893286.0,MS00,1750901189,KEWR,FDX743  ,5708.0,736.0,768,13,3,5
c060b7,1750896442.0,CYTZ,1750901039,KEWR,PTR2143 ,410.0,23.0,1147,9,1,5
a4095f,1750882963.0,KSFO,1750900883,KEWR,UAL2194 ,1027.0,26.0,366,20,0,5
c0636a,1750896546.0,CYUL,1750900763,KEWR,PTR2407 ,986.0,5.0,1084,2,0,5
a07bb3,1750892996.0,MS00,1750900634,KEWR,FDX5046 ,2635.0,827.0,1089,2,4,5
a86e35,1750896008.0,KDTW,1750900481,KEWR,RPA3604 ,3750.0,245.0,1050,5,0,5
a4d9a7,1750888850.0,KDFW,1750900284,KEWR,UPS5086 ,1150.0,74.0,535,20,3,5
400294,1750898556.0,,1750900239,KEWR,VPCZS   ,,,5907,32,0,5
a85d00,1750894967.0,KCMH,1750899985,KEWR,RPA3587 ,1122.0,41.0,1078,2,0,5
a8dcee,1750888864.0,KFLL,1750899886,KEWR,NKS2691 ,1885.0,187.0,366,20,2,5
aa5a0e,1750895238.0,CYYZ,1750899711,KEWR,RPA3460 ,1779.0,43.0,384,13,1,5
a44187,1750889817.0,KTPA,1750899582,KEWR,UAL2185 ,994.0,7.0,1061,2,2,5
a9238a,1750872791.0,KIAH,1750899474,KEWR,UAL1053 ,3666.0,214.0,1101,2,0,5
4951ef,1750872185.0,LPAR,1750899325,KEWR,TAP203  ,7369.0,545.0,770,13,1,5
49530b,1750872698.0,LPPR,1750899207,KEWR,TAP211  ,1530.0,90.0,817,5,1,5
a494c5,1750886715.0,KTPA,1750899085,KEWR,UAL1393 ,1464.0,45.0,1101,2,2,5
3c00af,1750865108.0,,1750898995,KEWR,KAY51   ,,,1049,9,0,5
